College_ID,College_Name,University_Name,State,City,College_Type,Establishment_Year,NAAC_Grade,NIRF_Rank,Total_Students,Total_Faculty,Student_Faculty_Ratio,UG_Courses,PG_Courses,Placement_Percentage,Average_Package_LPA,Highest_Package_LPA,Internship_Percentage,Research_Publications,Annual_Fees_INR,Graduation_Rate,Academic_Year
CLG00661,National Institute of Technology Jamshedpur,Andhra University,Maharashtra,Mumbai,Private,1973,B++,237.0,5033,279.0,18.04,"B.Arch, B.Tech, B.Com","M.Tech, M.Com",47.3,4.43,32.32,100.0,14.0,210053.0,81.6,2023-24
CLG00755,Bishop Cotton Government Polytechnic College,Osmania University,Madhya Pradesh,Bhopal,Private,1971,A,247.0,2342,163.0,14.37,"B.Sc, BA",Not Available,93.2,12.56,23.55,61.9,26.0,172062.0,72.2,2022-23
CLG00678,Vivekananda Institute of Technology and Science,Punjab Technical University,Jammu And Kashmir,Jammu,Government,1954,B,290.0,2731,111.0,24.6,"LLB, BCA, B.Tech, B.Sc","MCA, MBA, M.Com, M.Arch",82.3,12.54,32.8125,48.6,7.0,47195.0,83.8,2023-24
CLG00119,Miranda House Polytechnic Institute,Utkal University,Chhattisgarh,Bhilai,Deemed,1981,B++,77.0,4072,320.0,12.72,B.Tech,"M.Tech, MA, M.Sc",77.7,11.02,20.0,63.6,22.0,197022.0,78.4,2022-23
CLG00448,BITS Government Engineering College,SRM Institute of Science and Technology,Telangana,Warangal,Private,2009,B+,167.0,4241,188.0,22.56,"BCA, BBA, BA, B.Com, B.Sc",Not Available,20.0,5.39,8.77,81.0,72.0,64066.0,76.2,2023-24
CLG00055,St. Stephen's School of Business Management,VIT University,Andhra Pradesh,Tirupati,Government,1982,B,367.0,5784,274.0,21.11,"B.Sc, B.Tech","M.Tech, MCA, M.Pharm",79.7,5.03,11.76,83.5,13.0,117282.0,80.3,2022-23
CLG01553,St. Stephen's Law College,University of Delhi,Bihar,Muzaffarpur,Private,1952,C,423.0,2507,181.0,13.85,"B.Sc, LLB, BA, B.Arch, B.Com",MBA,76.2,9.13,20.78,88.7,6.0,330328.0,74.4,2023-24
CLG00702,Fergusson Institute of Information Technology,Aligarh Muslim University,Goa,Panaji,Government,1958,C,356.0,739,36.0,20.53,"BCA, B.Pharm, LLB",MCA,93.9,7.48,11.16,39.2,32.0,61753.0,74.6,2023-24
CLG00361,Dr. Ambedkar School of Business Management,Anna University,Delhi,Delhi,Government,2010,A+,338.0,2275,98.0,23.21,"B.Com, B.Pharm, BCA, B.Arch",Not Available,71.4,10.36,18.77,63.5,17.0,57730.0,70.9,2023-24
CLG00181,National Institute of Technology Durgapur,Andhra University,Tamil Nadu,Chennai,Private,1998,A+,36.0,2240,129.0,17.36,BCA,"M.Pharm, M.Tech, MA, MCA",59.8,6.4,26.37,58.6,29.0,349831.0,74.8,2022-23
CLG00260,"Presidency College of Arts, Science and Commerce",Ranchi University,Himachal Pradesh,Shimla,Government,1971,A++,337.0,4246,301.0,14.11,"B.Pharm, LLB, B.Arch","LLM, M.Pharm",63.1,8.8,16.35,61.5,41.0,49314.0,89.9,2022-23
CLG00621,Indian Institute of Technology Gandhinagar,SRM Institute of Science and Technology,Madhya Pradesh,Gwalior,Private,1987,B+,80.0,3145,220.0,14.3,"B.Com, B.Tech, B.Pharm","LLM, MCA",67.8,4.9,17.77,26.9,13.0,394441.0,87.9,2022-23
CLG01605,Dr. Ambedkar Institute of Applied Sciences,Punjab Technical University,Chandigarh,Chandigarh,Government,1989,A,450.0,4631,334.0,13.87,"B.Pharm, LLB, B.Sc","MCA, M.Pharm, M.Tech",93.4,7.48,9.88,91.1,5.0,15840.0,69.9,2023-24
CLG00732,DAV Institute of Management Studies,Chandigarh University,Tamil Nadu,Madurai,Private,1960,A,113.0,3231,208.0,15.53,BA,"M.Tech, M.Pharm",71.6,11.76,19.37,85.6,42.0,197344.0,64.1,2022-23
CLG00211,Vivekananda College of Engineering,Osmania University,Chandigarh,Chandigarh,Private,1992,Not Accredited,23.0,296,17.0,17.41,"B.Arch, LLB, B.Pharm, B.Sc, B.Tech","M.Pharm, M.Sc, M.Arch, MA",100.0,11.13,20.02,75.4,25.0,314521.0,94.0,2023-24
CLG01059,Jain Institute of Higher Education,Utkal University,Kerala,Kozhikode,Private,1974,A,247.0,2058,207.0,9.94,B.Tech,"M.Com, M.Pharm",74.6,9.75,27.35,80.3,84.0,186753.0,68.1,2024-25
CLG01612,Manipal Polytechnic Institute,Visvesvaraya Technological University,Andhra Pradesh,Tirupati,Deemed,1990,A,478.0,2769,311.0,8.9,"B.Com, BA, B.Tech","M.Com, M.Tech, MCA",73.8,10.44,13.0,69.8,14.0,199386.0,80.0,2023-24
CLG00377,Maharaja Institute of Applied Sciences,Punjab Technical University,Assam,Guwahati,Private,2013,B+,191.0,2563,138.0,18.57,"BBA, BCA, B.Tech",Not Available,40.8,8.84,26.44,71.3,28.0,138841.0,79.6,2022-23
CLG01039,Guru Nanak Institute of Pharmacy,Jadavpur University,Puducherry,Puducherry,Private,2009,B,238.0,4660,429.0,10.86,B.Arch,Not Available,61.1,7.14,12.35,69.0,1.0,282525.0,80.0,2024-25
CLG01026,Guru Nanak School of Business Management,Manipal Academy of Higher Education,Gujarat,Ahmedabad,Private,1950,C,339.0,1659,161.0,10.3,"BCA, LLB, B.Arch, B.Tech",Not Available,57.8,8.05,12.18,100.0,34.0,220184.0,71.7,2023-24
CLG01750,National Institute of Technology Rourkela,Punjab Technical University,Delhi,Delhi,Government,1983,B+,218.0,1472,173.0,8.51,"B.Sc, BBA, B.Pharm, BA","M.Tech, M.Pharm",48.5,13.84,27.52,35.8,3.0,55091.0,80.0,2023-24
CLG00024,Thapar College of Engineering and Technology,Amity University,Kerala,Kozhikode,Deemed,1988,A,218.0,4807,225.0,21.36,"BCA, B.Pharm, BA, B.Arch, B.Sc",M.Sc,95.9,7.52,21.43,78.0,12.0,525602.0,77.2,2023-24
CLG00729,Presidency Institute of Engineering and Technology,Ranchi University,Maharashtra,Nagpur,Private,1983,B,247.0,4078,352.0,11.59,"BCA, B.Arch, B.Pharm, B.Com, B.Sc",Not Available,48.8,10.62,12.69,52.3,16.0,193493.0,65.0,2023-24
CLG00692,Thapar School of Business Management,Mahatma Gandhi University,Goa,Margao,Government,1984,B+,44.0,1960,94.0,20.85,B.Com,Not Available,76.9,10.89,26.71,89.5,7.0,23695.0,89.6,2022-23
CLG00636,Vivekananda College of Engineering and Technology,Bharathiar University,Jammu And Kashmir,Srinagar,Government,1984,B+,453.0,4528,201.0,22.53,"B.Tech, BCA, B.Com, B.Pharm","M.Pharm, M.Arch, MA",31.2,8.89,13.77,98.1,74.0,78692.0,92.2,2023-24
CLG00152,Hansraj National Institute of Technology,Savitribai Phule Pune University,Rajasthan,Trichy,Government,1970,B++,247.0,1479,59.0,25.07,"BA, B.Com, BCA, B.Pharm","M.Sc, MCA",52.5,11.72,16.54,88.7,20.0,81568.0,87.3,2023-24
CLG00347,National Institute of Technology Trichy,Anna University,Odisha,Rourkela,Private,2008,C,380.0,2178,121.0,18.0,"B.Pharm, B.Com, B.Arch, BCA","M.Pharm, M.Tech",57.2,11.66,29.83,46.9,32.0,367275.0,56.4,2024-25
CLG01505,Indian Institute of Technology Guwahati,Andhra University,Goa,Margao,Government,2000,B++,181.0,3270,216.0,15.14,"B.Tech, BCA, LLB","M.Arch, M.Tech, MCA, M.Pharm",82.9,6.45,27.5,71.8,42.0,88122.0,93.2,2023-24
CLG00862,Lady Shri Ram Government Polytechnic College,VTU,Jharkhand,Ranchi,Private,1960,A,139.0,2644,198.0,13.35,"LLB, B.Sc, B.Arch, BCA, BBA","MBA, LLM, M.Tech, MA",90.7,11.82,13.19,51.4,18.0,134258.0,56.2,2022-23
CLG00451,Hansraj Institute of Information Technology,Calcutta University,West Bengal,Kolkata,Government,1983,Not Accredited,8.0,1803,81.0,22.26,"B.Arch, B.Sc",MBA,54.7,3.64,21.98,63.4,12.0,42303.0,88.4,2023-24
CLG01575,Indian Institute of Technology Madras,Chandigarh University,Jharkhand,Ranchi,Government,1970,B++,150.0,4009,209.0,19.18,"BBA, B.Arch, BA, B.Com","M.Sc, M.Arch, M.Tech, M.Com",78.2,7.68,15.43,21.6,45.0,32547.0,71.7,2024-25
CLG01590,Vellore National Institute of Technology,Ranchi University,Chandigarh,Chandigarh,Autonomous,1988,A+,303.0,1004,66.0,15.21,"B.Tech, B.Arch",MBA,80.0,14.18,17.89,54.3,21.0,104134.0,75.4,2022-23
CLG00143,National Institute of Technology Silchar,VTU,West Bengal,Durgapur,Private,2000,A++,312.0,4294,212.0,20.25,"B.Arch, LLB, B.Tech, BCA","M.Sc, LLM",24.5,7.69,12.68,61.3,4.0,255664.0,86.4,2024-25
CLG00229,Sri Venkateswara Institute of Technology and Science,Bharathiar University,Himachal Pradesh,Mandi,Government,1973,A,425.0,2968,241.0,12.32,B.Com,"M.Tech, M.Pharm, MCA, MBA",59.7,7.8,27.09,68.3,56.0,61526.0,88.0,2022-23
CLG00214,Sardar Patel Government Polytechnic College,Andhra University,Uttarakhand,Dehradun,Government,2000,A,420.0,4573,214.0,21.37,"B.Sc, B.Arch, B.Tech","M.Sc, M.Pharm, MA, MCA",77.6,5.96,21.84,79.2,28.0,59204.0,69.4,2024-25
CLG01454,National Institute of Technology Kurukshetra,University of Mumbai,Rajasthan,Udaipur,Private,1958,A+,235.0,4714,259.0,18.2,"BA, B.Pharm","MA, M.Sc",53.0,5.55,17.62,76.8,19.0,381088.0,71.6,2024-25
CLG01408,Lady Shri Ram Indian Institute of Technology,Ranchi University,Jharkhand,Ranchi,Government,1984,C,35.0,4596,212.0,21.68,BBA,"M.Tech, M.Com",94.2,10.95,22.15,81.4,0.0,52326.0,81.9,2022-23
CLG01011,Jain Institute of Management and Research,VIT University,Bihar,Muzaffarpur,Private,2021,C,93.0,4375,302.0,14.49,"B.Sc, B.Tech, B.Arch","MCA, M.Com, M.Tech, MA",62.2,4.36,13.55,61.8,38.0,369517.0,77.5,2023-24
CLG01239,Hansraj Government Polytechnic College,Ranchi University,Delhi,Delhi,Deemed,2013,B+,287.0,860,76.0,11.32,"B.Com, B.Tech, B.Sc",M.Pharm,78.7,9.09,23.13,71.6,8.0,10000.0,80.0,2023-24
CLG01128,St. Stephen's Polytechnic Institute,Anna University,Gujarat,Rajkot,Private,1999,A,145.0,3071,156.0,19.69,"BCA, BA, BBA",M.Sc,93.4,5.69,19.3,100.0,8.0,131864.0,77.6,2022-23
CLG00672,National Institute of Technology Calicut,VIT University,Madhya Pradesh,Bhopal,Private,1988,B+,303.0,578,58.0,9.97,LLB,M.Com,70.3,5.48,18.62,61.3,30.0,371212.0,88.3,2022-23
CLG00016,Presidency Institute of Engineering and Technology,Sharda University,Uttar Pradesh,Noida,Private,1959,A++,316.0,4334,173.0,25.05,B.Sc,Not Available,88.8,9.15,11.48,68.7,68.0,275988.0,89.4,2022-23
CLG01648,Indian Institute of Technology Kanpur,Banaras Hindu University,Rajasthan,Jodhpur,Government,1995,A,301.0,3929,212.0,18.53,"BA, LLB, B.Sc","MBA, M.Arch, MCA, M.Com",54.7,12.87,24.43,20.6,66.0,78481.0,83.6,2023-24
CLG01358,National Institute of Technology Patna,Lovely Professional University,Andhra Pradesh,Visakhapatnam,Private,2024,B,79.0,3536,212.0,16.68,"BBA, B.Arch, BA, BCA",MCA,52.7,5.87,7.54,42.5,35.0,237134.0,75.7,2022-23
CLG01630,National Institute of Technology Raipur,University of Mumbai,Uttar Pradesh,Noida,Private,1967,Not Accredited,487.0,4692,214.0,21.93,"BCA, B.Tech, LLB",Not Available,70.3,10.06,14.98,42.0,1.0,10000.0,100.0,2023-24
CLG00650,Vellore College of Engineering and Technology,Rajasthan Technical University,Uttar Pradesh,Kanpur,Private,1950,A,456.0,2618,106.0,24.7,"LLB, B.Pharm","MCA, MBA, M.Pharm",74.2,4.84,14.48,100.0,5.0,163924.0,69.6,2022-23
CLG00429,Symbiosis Institute of Information Technology,VTU,Delhi,Delhi,Deemed,1981,C,427.0,1816,78.0,23.28,"B.Sc, BCA, BA, BBA",Not Available,65.0,5.47,25.27,81.0,29.0,107907.0,50.0,2022-23
CLG00717,Bhavan's National Institute of Technology,JNTU Hyderabad,West Bengal,Kolkata,Government,1954,C,119.0,6116,568.0,10.77,"B.Tech, B.Pharm, BA",M.Arch,85.5,9.3,24.3,55.0,14.0,95915.0,83.1,2023-24
CLG00312,Indian Institute of Technology Madras,VIT University,Odisha,Cuttack,Deemed,1986,A,307.0,3793,213.0,17.81,"B.Sc, B.Arch, B.Pharm, BCA, B.Tech",Not Available,82.5,4.28,17.52,55.9,64.0,128860.0,91.5,2023-24
CLG00716,National Institute of Technology Nagpur,Amity University,Punjab,Patiala,Private,2016,B+,450.0,3861,308.0,12.54,"BCA, B.Arch",M.Tech,70.7,6.57,8.37,74.2,65.0,354839.0,79.0,2024-25
CLG00035,Presidency Polytechnic Institute,Chandigarh University,Punjab,Chandigarh,Private,1991,A,106.0,3173,226.0,14.04,"BCA, BBA, B.Pharm","LLM, M.Tech",89.8,10.23,23.04,91.1,11.0,252100.0,77.1,2024-25
CLG00216,Hindu Law College,SRM Institute of Science and Technology,Rajasthan,Kota,Deemed,1967,B++,247.0,3504,151.0,23.21,"BBA, BCA, B.Pharm, B.Arch, LLB",MA,66.8,7.74,10.07,49.7,9.0,266357.0,77.7,2024-25
CLG01068,National Institute of Technology Srinagar,Dr. APJ Abdul Kalam Technical University,Andhra Pradesh,Visakhapatnam,Autonomous,1964,B+,137.0,4801,325.0,14.77,"BBA, B.Sc, B.Arch, B.Pharm",Not Available,88.0,1.9,12.53,70.5,78.0,148306.0,85.5,2024-25
CLG00515,Indian Institute of Technology Roorkee,Sharda University,Haryana,Gurugram,Government,2012,A,268.0,3717,221.0,16.82,"B.Arch, B.Sc",Not Available,70.9,12.98,18.51,49.8,42.0,35808.0,80.9,2022-23
CLG00355,Shiv Nadar Institute of Information Technology,Savitribai Phule Pune University,Jammu And Kashmir,Jammu,Autonomous,1968,B++,274.0,5599,227.0,24.67,"BBA, B.Sc, B.Tech, BA, BCA","MCA, M.Com, M.Tech",45.8,4.44,11.37,79.1,0.0,107865.0,75.5,2024-25
CLG01273,National Institute of Technology Warangal,JNTU Hyderabad,Rajasthan,Udaipur,Deemed,1989,A,227.0,4833,375.0,12.89,"B.Tech, BBA, BA, B.Arch, LLB","M.Arch, M.Com, LLM, M.Sc",100.0,14.03,20.6,58.0,60.0,282351.0,74.3,2023-24
CLG00208,Hindu Government Engineering College,Lovely Professional University,Punjab,Ludhiana,Government,2001,Not Accredited,137.0,4849,218.0,22.24,"B.Arch, B.Com, B.Tech, B.Sc",Not Available,100.0,11.42,16.96,62.9,23.0,67612.0,85.6,2022-23
CLG01184,Hindu College of Engineering and Technology,Aligarh Muslim University,Odisha,Chandigarh,Deemed,1970,B+,325.0,2886,250.0,11.54,B.Tech,Not Available,48.0,3.01,6.44,42.1,34.0,46456.0,90.4,2024-25
CLG01576,Ashoka College of Engineering and Technology,Anna University,Kerala,Thiruvananthapuram,Deemed,2022,A++,287.0,805,39.0,20.64,"B.Tech, BA, B.Com, B.Sc",Not Available,70.3,4.03,14.32,52.1,8.0,168789.0,79.4,2024-25
CLG00858,Ramaiah School of Business Management,Visvesvaraya Technological University,Chhattisgarh,Bhilai,Private,1997,A,19.0,3657,424.0,8.62,"B.Tech, BCA",Not Available,72.7,4.21,18.45,88.3,100.0,342567.0,100.0,2024-25
CLG01530,Sardar Patel Institute of Management and Research,Calcutta University,Puducherry,Puducherry,Private,1988,A+,283.0,4981,241.0,20.67,"B.Sc, B.Com","MBA, MCA, M.Sc, M.Tech",78.0,5.86,11.46,56.4,16.0,255704.0,100.0,2023-24
CLG00417,Sardar Patel Indian Institute of Technology,Calcutta University,Odisha,Cuttack,Government,1971,A+,188.0,2104,104.0,20.23,"BCA, BA, B.Sc, BBA",M.Com,67.9,13.8,21.03,76.0,68.0,115665.0,82.7,2023-24
CLG01403,Indian Institute of Technology Gandhinagar,Chandigarh University,Kerala,Kozhikode,Government,2011,A,272.0,1146,56.0,20.46,B.Pharm,M.Pharm,60.5,7.78,11.51,90.1,4.0,62790.0,91.0,2023-24
CLG01355,Fergusson Institute of Pharmacy,Bharathiar University,Jammu And Kashmir,Jammu,Private,1977,A,254.0,2405,162.0,14.85,"B.Pharm, B.Arch, LLB",Not Available,83.0,10.93,14.32,64.9,16.0,154734.0,93.7,2023-24
CLG01103,Indian Institute of Technology Gandhinagar,Jadavpur University,Uttar Pradesh,Agra,Government,1997,B+,472.0,3164,296.0,10.69,"BBA, B.Sc, B.Tech, B.Com, BA",MCA,76.0,6.03,24.96,80.5,20.0,22694.0,71.4,2023-24
CLG00362,Ramaiah College of Engineering and Technology,Lovely Professional University,Jharkhand,Jamshedpur,Private,1983,B+,241.0,3758,152.0,24.72,BCA,"M.Tech, MBA, M.Sc, M.Pharm",91.6,8.46,32.8125,56.9,45.0,269548.0,78.8,2022-23
CLG01430,Vellore Institute of Engineering and Technology,Chandigarh University,Andhra Pradesh,Tirupati,Private,2002,Not Accredited,196.0,2431,108.0,22.51,"B.Com, B.Tech",Not Available,49.2,8.67,23.01,81.6,73.0,342670.0,89.2,2023-24
CLG00443,Hansraj Institute of Engineering and Technology,Calcutta University,Tamil Nadu,Trichy,Government,1993,C,418.0,3097,226.0,13.7,"B.Sc, B.Pharm","M.Sc, LLM, M.Tech",36.9,6.35,19.01,84.7,19.0,38640.0,72.8,2022-23
CLG00998,Ashoka Institute of Pharmacy,Rajasthan Technical University,Gujarat,Surat,Private,1979,C,4.0,3456,401.0,8.62,LLB,Not Available,72.5,11.35,13.88,58.5,30.0,383557.0,79.6,2023-24
CLG00250,Shiv Nadar Institute of Higher Education,Banaras Hindu University,West Bengal,Durgapur,Private,1974,B++,100.0,5666,472.0,12.0,"BBA, BA",MCA,68.9,8.91,22.31,76.5,102.0,250706.0,72.1,2022-23
CLG00791,Ram Lal Anand Law College,Kurukshetra University,West Bengal,Kolkata,Government,1963,B,445.0,3803,330.0,11.52,"BBA, BA, LLB, B.Com, BCA",MBA,42.0,7.61,10.3,56.0,18.0,68818.0,81.9,2022-23
CLG00025,Hansraj Government Engineering College,Calcutta University,Rajasthan,Jammu,Government,1975,A+,21.0,2771,227.0,12.21,"B.Sc, B.Pharm, BA, BCA","M.Pharm, M.Arch, M.Sc",71.5,17.19,19.12,55.6,4.0,92668.0,98.7,2022-23
CLG00111,Ashoka Institute of Information Technology,Savitribai Phule Pune University,Rajasthan,Siliguri,Autonomous,1972,Not Accredited,16.0,6773,271.0,24.99,"B.Pharm, B.Com, BCA, LLB",Not Available,63.3,8.11,12.95,55.3,7.0,146141.0,73.1,2023-24
CLG01446,National Institute of Technology Trichy,Anna University,Kerala,Kochi,Autonomous,1951,B,253.0,2699,143.0,18.87,B.Com,M.Arch,76.2,6.04,9.0,52.3,20.0,172833.0,64.2,2024-25
CLG00931,KIIT Law College,Mahatma Gandhi University,Goa,Panaji,Private,1997,A+,438.0,8236,331.0,24.88,"B.Sc, B.Arch, B.Com, B.Pharm, B.Tech","LLM, MBA, MA",86.3,8.77,15.3,70.9,15.0,61956.0,72.2,2024-25
CLG01372,Loyola Institute of Management Studies,Amity University,Bihar,Muzaffarpur,Autonomous,1970,Not Accredited,264.0,4135,237.0,17.45,BBA,Not Available,68.4,12.93,25.05,47.8,37.0,79129.0,100.0,2022-23
CLG00349,Guru Nanak National Institute of Technology,Bangalore University,Kerala,Chandigarh,Private,1955,B++,87.0,5255,276.0,19.04,LLB,M.Com,72.4,7.73,18.69,22.0,28.0,337645.0,63.3,2023-24
CLG00547,National Institute of Technology Bhopal,Guwahati University,Karnataka,Bengaluru,Autonomous,1979,C,411.0,4415,225.0,19.62,"B.Com, BCA",MCA,69.1,5.44,13.91,67.0,34.0,139631.0,85.4,2023-24
CLG00404,Vivekananda Polytechnic Institute,Chandigarh University,Odisha,Chandigarh,Private,2004,A+,214.0,4379,200.0,21.9,"B.Com, B.Arch, BCA, BA, B.Tech",Not Available,62.6,8.27,14.77,61.7,10.0,271209.0,69.8,2023-24
CLG00508,Amrita Government Polytechnic College,VTU,Assam,Silchar,Autonomous,2012,A+,176.0,2008,100.0,20.08,"LLB, BBA, B.Pharm",Not Available,74.5,4.75,11.19,65.3,50.0,71259.0,80.3,2022-23
CLG00363,Indian Institute of Technology Kharagpur,VIT University,West Bengal,Kolkata,Government,2003,B+,487.0,4153,295.0,14.08,"BBA, B.Sc, LLB",M.Sc,24.4,9.7,18.04,51.5,17.0,47907.0,64.8,2024-25
CLG00631,Symbiosis Polytechnic Institute,Utkal University,Odisha,Cuttack,Government,1967,Not Accredited,372.0,1077,55.0,19.58,"B.Sc, BA, BCA",Not Available,74.6,5.3,9.12,49.1,1.0,63087.0,52.2,2022-23
CLG00863,Sardar Patel Government Engineering College,SRM Institute of Science and Technology,Gujarat,Ahmedabad,Government,1962,Not Accredited,247.0,3442,426.0,8.08,"B.Tech, B.Pharm, B.Arch, B.Com",Not Available,84.7,11.33,21.38,29.9,77.0,21930.0,77.9,2023-24
CLG00861,Guru Nanak Government Engineering College,Visvesvaraya Technological University,Rajasthan,Jodhpur,Private,1953,Not Accredited,165.0,1924,172.0,11.19,B.Com,Not Available,85.2,7.21,12.65,65.8,61.0,513666.0,83.0,2023-24
CLG01596,National Institute of Technology Srinagar,Visvesvaraya Technological University,Telangana,Hyderabad,Government,1970,C,288.0,5062,357.0,14.18,"B.Com, B.Sc, BA, BCA","MBA, M.Sc",37.7,6.58,14.32,100.0,23.0,14470.0,64.4,2023-24
CLG01017,Thapar Polytechnic Institute,University of Mumbai,Jammu And Kashmir,Srinagar,Private,2004,A,448.0,2302,263.0,8.75,"BA, B.Pharm, B.Tech",MA,88.3,4.57,10.8,80.7,162.0,193112.0,79.4,2022-23
CLG00178,St. Stephen's Institute of Management Studies,VTU,Puducherry,Puducherry,Autonomous,2023,B++,392.0,3805,155.0,24.55,B.Com,"MA, M.Sc, LLM, M.Pharm",73.4,8.22,15.48,74.0,33.0,66880.0,85.1,2023-24
CLG00442,Loyola School of Business Management,Utkal University,Karnataka,Mysuru,Government,1992,A,318.0,3448,185.0,18.64,B.Pharm,Not Available,30.4,12.23,23.0,55.5,1.0,60384.0,85.8,2024-25
CLG01765,Thapar College of Engineering and Technology,VIT University,Gujarat,Vadodara,Private,1999,B++,166.0,4281,329.0,13.01,B.Pharm,"M.Arch, M.Com",62.0,8.21,22.8,70.4,7.0,276743.0,73.4,2023-24
CLG01548,National Institute of Technology Kurukshetra,Kurukshetra University,Rajasthan,Udaipur,Private,2002,B+,288.0,3063,163.0,18.79,"B.Arch, B.Tech, B.Pharm","M.Tech, MBA, LLM, M.Sc",58.0,5.99,12.22,67.3,18.0,372311.0,68.3,2022-23
CLG01074,Thapar Institute of Management Studies,Ranchi University,Himachal Pradesh,Solan,Private,1953,B++,171.0,3453,174.0,19.84,"LLB, B.Pharm, BCA, BBA, BA",MBA,76.0,4.42,8.33,62.9,91.0,304077.0,79.1,2022-23
CLG01594,Netaji Subhas Institute of Management and Research,Amity University,Uttar Pradesh,Noida,Private,1953,B++,247.0,2766,112.0,24.7,"LLB, B.Pharm, BBA, BA",Not Available,73.7,9.59,18.08,69.2,1.0,211329.0,83.8,2022-23
CLG01359,Sardar Patel Institute of Management Studies,SRM Institute of Science and Technology,Puducherry,Puducherry,Government,1975,C,360.0,2215,106.0,20.9,"B.Pharm, B.Com, LLB, B.Tech",Not Available,66.6,6.25,27.22,40.3,45.0,71773.0,81.2,2022-23
CLG00557,KIIT College of Engineering and Technology,Chandigarh University,Telangana,Warangal,Government,1974,Not Accredited,293.0,200,212.0,0.94,"BCA, B.Tech, B.Com","M.Sc, M.Pharm, MCA, MA",59.7,8.52,12.04,77.0,24.0,88737.0,71.2,2023-24
CLG00253,Bhavan's Institute of Higher Education,University of Mumbai,Punjab,Amritsar,Private,1983,A,132.0,835,69.0,12.1,"BCA, LLB, B.Sc, BA","MCA, LLM, M.Arch",77.4,5.04,7.88,52.4,2.0,403372.0,71.6,2023-24
CLG00688,Miranda House Institute of Applied Sciences,Ranchi University,Jammu And Kashmir,Jammu,Government,1966,A+,147.0,1727,76.0,22.72,"BA, B.Tech, B.Arch",Not Available,87.9,5.73,14.06,61.6,32.0,77973.0,73.2,2023-24
CLG00415,Sri Venkateswara National Institute of Technology,Banaras Hindu University,Uttar Pradesh,Chandigarh,Private,1963,B,472.0,3171,131.0,24.21,"B.Sc, LLB, B.Arch, BBA",Not Available,91.5,6.05,23.81,79.2,55.0,194388.0,78.4,2024-25
CLG00047,National Institute of Technology Nagpur,Banaras Hindu University,Madhya Pradesh,Jabalpur,Autonomous,1981,B++,72.0,5268,362.0,14.55,"LLB, B.Com, B.Arch, B.Tech, B.Pharm","MCA, MBA, M.Arch",71.2,15.8,32.8125,77.9,36.0,188431.0,74.8,2022-23
CLG00689,Ram Lal Anand College of Commerce and Economics,Sharda University,Odisha,Rourkela,Autonomous,1994,B+,298.0,2944,130.0,22.65,"LLB, BCA, BA","M.Com, M.Pharm, M.Sc",67.3,6.56,17.36,51.7,24.0,126468.0,51.4,2023-24
CLG00545,National Institute of Technology Rourkela,Savitribai Phule Pune University,Andhra Pradesh,Vijayawada,Government,2022,B+,286.0,2007,81.0,24.78,"B.Tech, LLB, B.Com, B.Pharm",Not Available,100.0,6.6,14.06,36.9,14.0,110200.0,72.9,2023-24
CLG00194,National Institute of Technology Patna,Amity University,Goa,Margao,Private,1998,C,233.0,3978,323.0,12.32,"BBA, B.Arch, LLB, B.Tech",Not Available,94.1,3.68,11.96,69.3,3.0,174803.0,81.2,2024-25
CLG00393,DAV Law College,Mahatma Gandhi University,Delhi,Delhi,Autonomous,1979,Not Accredited,496.0,4066,256.0,15.88,"B.Com, B.Tech, BA","MBA, M.Com, M.Tech, M.Pharm",59.3,8.45,24.59,86.1,63.0,91412.0,84.0,2022-23
CLG01368,Fergusson Government Engineering College,Jawaharlal Nehru University,Karnataka,Hubballi,Private,1977,A++,126.0,4678,199.0,23.51,B.Sc,"M.Sc, M.Tech",58.3,7.22,12.62,94.7,2.0,204139.0,75.3,2022-23
CLG01048,DAV Institute of Technology and Science,Amity University,Uttarakhand,Dehradun,Deemed,2022,B++,2.0,3621,275.0,13.17,"B.Arch, B.Com, BA, B.Sc, BCA","M.Com, M.Arch, M.Pharm",67.3,6.23,9.17,76.8,6.0,245549.0,69.7,2022-23
CLG01298,Hansraj Institute of Management Studies,Savitribai Phule Pune University,Uttar Pradesh,Chandigarh,Private,1952,B+,126.0,3930,199.0,19.75,B.Sc,MA,63.6,8.22,30.61,78.4,2.0,275388.0,85.4,2022-23
CLG01518,Ramaiah National Institute of Technology,Calcutta University,Rajasthan,Jodhpur,Deemed,1959,A+,350.0,3266,155.0,21.07,"B.Arch, BCA, B.Tech, LLB, BBA","LLM, MA",86.5,6.18,10.13,78.5,39.0,288707.0,86.7,2024-25
CLG01500,National Institute of Technology Silchar,JNTU Hyderabad,Telangana,Warangal,Private,2018,B+,485.0,7532,625.0,12.05,"B.Pharm, BCA","M.Arch, LLM, MBA, M.Com",81.5,9.49,24.99,71.5,13.0,335480.0,94.6,2024-25
CLG00446,BITS Institute of Higher Education,Gujarat Technological University,Himachal Pradesh,Chandigarh,Government,2003,B++,315.0,6401,411.0,15.57,"B.Com, B.Tech",Not Available,67.1,10.65,16.07,66.1,78.0,13030.0,80.1,2023-24
CLG01517,Guru Nanak School of Business Management,SRM Institute of Science and Technology,West Bengal,Kolkata,Autonomous,1966,Not Accredited,218.0,1894,76.0,24.92,B.Tech,Not Available,53.2,11.24,29.31,48.7,29.0,182177.0,90.2,2024-25
